Feature name;Feature value
Klasa energetyczna;G
Klasa energetyczna;C
Klasa energetyczna;B
Ilość kolorów;16,7 mln
Ilość kolorów;1,07 mld
Ilość kolorów;16,2 mln
Standard VESA;100 x 100
Standard VESA;75 x 75
Standard VESA;100 x 200
Standard VESA;100 x 100 • 200 x 100
Standard VESA;100 x 150
Standard VESA;200 x 200
Standard VESA;200 x 100
Standard VESA;300 x 300
Standard VESA;40 x 40
Obszar widzialny w pionie;296 mm
Obszar widzialny w pionie;336 mm
Obszar widzialny w pionie;334 mm
Obszar widzialny w pionie;268.11 mm
Obszar widzialny w pionie;527.04 mm
Obszar widzialny w pionie;293.32 mm
Obszar widzialny w pionie;296.46 mm
Obszar widzialny w pionie;336.312 mm
Obszar widzialny w pionie;335.664 mm
Obszar widzialny w pionie;293.2848 mm
Obszar widzialny w pionie;296.352 mm
Obszar widzialny w pionie;697.306 mm
Obszar widzialny w pionie;96.8 mm
Obszar widzialny w pionie;174 mm
Obszar widzialny w pionie;193.62 mm
Obszar widzialny w pionie;260.28 mm
Obszar widzialny w pionie;293.28 mm
Obszar widzialny w pionie;324 mm
Obszar widzialny w pionie;335.66 mm
Obszar widzialny w pionie;336.232 mm
Obszar widzialny w pionie;336.31 mm
Obszar widzialny w pionie;336.15 mm
Obszar widzialny w pionie;333.72 mm
Obszar widzialny w pionie;341.28 mm
Obszar widzialny w pionie;529.416 mm
Obszar widzialny w pionie;392.85 mm
Obszar widzialny w pionie;173.99 mm
Obszar widzialny w pionie;398.52 mm
Obszar widzialny w pionie;302.616 mm
Obszar widzialny w pionie;174.02 mm
Obszar widzialny w pionie;297.18 mm
Obszar widzialny w pionie;311.04 mm
Obszar widzialny w pionie;392.23 mm
Obszar widzialny w pionie;929.28 mm
Obszar widzialny w pionie;270.33 mm
Obszar widzialny w pionie;238.05 mm
Obszar widzialny w pionie;375 mm
Obszar widzialny w pionie;335.7 mm
Obszar widzialny w pionie;307 mm
Obszar widzialny w pionie;359.78 mm
Obszar widzialny w pionie;631.928 mm
Obszar widzialny w pionie;334.8 mm
Obszar widzialny w pionie;296.5 mm
Obszar widzialny w pionie;296.4 mm
Obszar widzialny w pionie;336.1 mm
Obszar widzialny w pionie;135.4 mm
Obszar widzialny w pionie;193.59 mm
Obszar widzialny w pionie;260.3 mm
Obszar widzialny w pionie;268.1 mm
Obszar widzialny w pionie;260 mm
Obszar widzialny w pionie;256.4 mm
Obszar widzialny w pionie;302.6 mm
Obszar widzialny w pionie;338.7 mm
Obszar widzialny w pionie;335.3 mm
Obszar widzialny w pionie;336.3 mm
Obszar widzialny w pionie;335.6 mm
Obszar widzialny w pionie;341.3 mm
Obszar widzialny w pionie;392.9 mm
Obszar widzialny w pionie;392.7 mm
Obszar widzialny w pionie;392.3 mm
Obszar widzialny w pionie;529.42 mm
Obszar widzialny w pionie;336.5 mm
Obszar widzialny w pionie;267.7 mm
Obszar widzialny w pionie;267.8 mm
Obszar widzialny w pionie;296.3 mm
Obszar widzialny w pionie;338.76 mm
Obszar widzialny w pionie;283.8 mm
Obszar widzialny w pionie;392.2 mm
Obszar widzialny w pionie;393 mm
Obszar widzialny w pionie;521.4 mm
Obszar widzialny w pionie;0 mm
Obszar widzialny w pionie;392.256 mm
Obszar widzialny w pionie;392.234 mm
Obszar widzialny w pionie;333.7 mm
Obszar widzialny w pionie;387.72 mm
Obszar widzialny w pionie;305.856 mm
Obszar widzialny w pionie;302.62 mm
Obszar widzialny w pionie;596.736 mm
Obszar widzialny w pionie;337.1 mm
Obszar widzialny w pionie;335.232 mm
Obszar widzialny w pionie;339.2 mm
Obszar widzialny w poziomie;527 mm
Obszar widzialny w poziomie;597 mm
Obszar widzialny w poziomie;598 mm
Obszar widzialny w poziomie;797 mm
Obszar widzialny w poziomie;476.64 mm
Obszar widzialny w poziomie;296.46 mm
Obszar widzialny w poziomie;521.28 mm
Obszar widzialny w poziomie;527.04 mm
Obszar widzialny w poziomie;597.888 mm
Obszar widzialny w poziomie;1193.472 mm
Obszar widzialny w poziomie;521.3952 mm
Obszar widzialny w poziomie;526.848 mm
Obszar widzialny w poziomie;596.736 mm
Obszar widzialny w poziomie;392.234 mm
Obszar widzialny w poziomie;344.22 mm
Obszar widzialny w poziomie;309.37 mm
Obszar widzialny w poziomie;344.21 mm
Obszar widzialny w poziomie;478.656 mm
Obszar widzialny w poziomie;478.66 mm
Obszar widzialny w poziomie;521.4 mm
Obszar widzialny w poziomie;518.4 mm
Obszar widzialny w poziomie;596.74 mm
Obszar widzialny w poziomie;595.968 mm
Obszar widzialny w poziomie;597.89 mm
Obszar widzialny w poziomie;597.88 mm
Obszar widzialny w poziomie;597.6 mm
Obszar widzialny w poziomie;590.42 mm
Obszar widzialny w poziomie;620.93 mm
Obszar widzialny w poziomie;941.184 mm
Obszar widzialny w poziomie;698.4 mm
Obszar widzialny w poziomie;309.31 mm
Obszar widzialny w poziomie;708.48 mm
Obszar widzialny w poziomie;543.168 mm
Obszar widzialny w poziomie;488.16 mm
Obszar widzialny w poziomie;552.96 mm
Obszar widzialny w poziomie;697.31 mm
Obszar widzialny w poziomie;392.04 mm
Obszar widzialny w poziomie;337.92 mm
Obszar widzialny w poziomie;432.96 mm
Obszar widzialny w poziomie;300 mm
Obszar widzialny w poziomie;596.7 mm
Obszar widzialny w poziomie;534.9 mm
Obszar widzialny w poziomie;631.928 mm
Obszar widzialny w poziomie;359.78 mm
Obszar widzialny w poziomie;799.8 mm
Obszar widzialny w poziomie;526.8 mm
Obszar widzialny w poziomie;597.9 mm
Obszar widzialny w poziomie;216.6 mm
Obszar widzialny w poziomie;344.16 mm
Obszar widzialny w poziomie;478.7 mm
Obszar widzialny w poziomie;476.6 mm
Obszar widzialny w poziomie;478.6 mm
Obszar widzialny w poziomie;509.2 mm
Obszar widzialny w poziomie;526.9 mm
Obszar widzialny w poziomie;543.7 mm
Obszar widzialny w poziomie;535.4 mm
Obszar widzialny w poziomie;596.2 mm
Obszar widzialny w poziomie;597.8 mm
Obszar widzialny w poziomie;620.9 mm
Obszar widzialny w poziomie;698.1 mm
Obszar widzialny w poziomie;697.3 mm
Obszar widzialny w poziomie;941.18 mm
Obszar widzialny w poziomie;476 mm
Obszar widzialny w poziomie;476.1 mm
Obszar widzialny w poziomie;533.45 mm
Obszar widzialny w poziomie;672.8 mm
Obszar widzialny w poziomie;698 mm
Obszar widzialny w poziomie;293.3 mm
Obszar widzialny w poziomie;0 mm
Obszar widzialny w poziomie;697.344 mm
Obszar widzialny w poziomie;697.306 mm
Obszar widzialny w poziomie;797.22 mm
Obszar widzialny w poziomie;797.2 mm
Obszar widzialny w poziomie;926.22 mm
Obszar widzialny w poziomie;1087.488 mm
Obszar widzialny w poziomie;1193.5 mm
Obszar widzialny w poziomie;543.744 mm
Obszar widzialny w poziomie;335.664 mm
Obszar widzialny w poziomie;800.1 mm
Obszar widzialny w poziomie;1191.936 mm
Obszar widzialny w poziomie;1196 mm
Plamka matrycy;0.275 mm
Plamka matrycy;0.311 mm
Plamka matrycy;0.155 mm
Plamka matrycy;0.232 mm
Plamka matrycy;0.248 mm
Plamka matrycy;0.2482 mm
Plamka matrycy;0.2715 mm
Plamka matrycy;0.2745 mm
Plamka matrycy;0.3114 mm
Plamka matrycy;0.2331 mm
Plamka matrycy;0.27156 mm
Plamka matrycy;0.2058 mm
Plamka matrycy;93 ''
Plamka matrycy;0.1554 mm
Plamka matrycy;0.18159 mm
Plamka matrycy;0.23175 mm
Plamka matrycy;0.179 mm
Plamka matrycy;0.16 mm
Plamka matrycy;0.249 mm
Plamka matrycy;0.272 mm
Plamka matrycy;0.27 mm
Plamka matrycy;0.233 mm
Plamka matrycy;0.231 mm
Plamka matrycy;0.331 mm
Plamka matrycy;0.277 mm
Plamka matrycy;0.363 mm
Plamka matrycy;0.2829 mm
Plamka matrycy;0.161 mm
Plamka matrycy;0.254 mm
Plamka matrycy;0.216 mm
Plamka matrycy;0.3108 mm
Plamka matrycy;0.2325 mm
Plamka matrycy;0.1815 mm
Plamka matrycy;0.23 mm
Plamka matrycy;0.264 mm
Plamka matrycy;94 mm
Plamka matrycy;0.1845 mm
Plamka matrycy;0.293 mm
Plamka matrycy;0.2727 mm
Plamka matrycy;0.1611 mm
Plamka matrycy;0.2724 mm
Plamka matrycy;0.2505 mm
Plamka matrycy;0.2324 mm
Plamka matrycy;0.22908 mm
Plamka matrycy;0.31 mm
Plamka matrycy;0.1692 mm
Plamka matrycy;0.17925 mm
Plamka matrycy;0.247 mm
Plamka matrycy;0.257 mm
Plamka matrycy;0.206 mm
Plamka matrycy;0.283 mm
Plamka matrycy;0.279 mm
Plamka matrycy;0.181 mm
Plamka matrycy;0.273 mm
Plamka matrycy;0.245 mm
Plamka matrycy;0.182 mm
Plamka matrycy;0.205 mm
Plamka matrycy;0.274 mm
Plamka matrycy;0.2789 mm
Plamka matrycy;0.2628 mm
Plamka matrycy;0.2479 mm
Plamka matrycy;0.364 mm
Plamka matrycy;0.2493 mm
Plamka matrycy;0 mm
Plamka matrycy;0.36375 mm
Plamka matrycy;0.26925 mm
Plamka matrycy;0.2124 mm
Plamka matrycy;0.2832 mm
Plamka matrycy;0.28 mm
Plamka matrycy;0.282 mm
Kontrast statyczny;1 000:1
Kontrast statyczny;4 000:1
Kontrast statyczny;3 000:1
Kontrast statyczny;1 200:1
Kontrast statyczny;700:1
Kontrast statyczny;100 000:1
Kontrast statyczny;1 300:1
Kontrast statyczny;800:1
Kontrast statyczny;1 500 000:1
Kontrast statyczny;2 000:1
Kontrast statyczny;1 100:1
Kontrast statyczny;100:1
Kontrast statyczny;3 500:1
Kontrast statyczny;2 500:1
Kontrast statyczny;1 000 000:1
Częstotliwość pozioma min.;31.469 kHz
Częstotliwość pozioma min.;52.7 kHz
Częstotliwość pozioma min.;31 kHz
Częstotliwość pozioma min.;30 kHz
Częstotliwość pozioma min.;24 kHz
Częstotliwość pozioma min.;200 kHz
Częstotliwość pozioma min.;24 Hz
Częstotliwość pozioma min.;29 kHz
Częstotliwość pozioma min.;30 Hz
Częstotliwość pozioma min.;27 kHz
Częstotliwość pozioma min.;130 kHz
Częstotliwość pozioma min.;15 kHz
Częstotliwość pozioma min.;31 Hz
Częstotliwość pozioma min.;119.4 kHz
Częstotliwość pozioma min.;104.64 kHz
Częstotliwość pozioma min.;52.32 kHz
Częstotliwość pozioma min.;63 kHz
Częstotliwość pozioma min.;31.5 kHz
Częstotliwość pozioma min.;0 Hz
Częstotliwość pozioma min.;54 kHz
Częstotliwość pozioma min.;70 kHz
Częstotliwość pozioma min.;53 kHz
Częstotliwość pozioma min.;56 kHz
Częstotliwość pozioma max.;110 kHz
Częstotliwość pozioma max.;110.6 kHz
Częstotliwość pozioma max.;317 kHz
Częstotliwość pozioma max.;249.2 kHz
Częstotliwość pozioma max.;85 kHz
Częstotliwość pozioma max.;83 kHz
Częstotliwość pozioma max.;30 kHz
Częstotliwość pozioma max.;200 kHz
Częstotliwość pozioma max.;255 kHz
Częstotliwość pozioma max.;250 kHz
Częstotliwość pozioma max.;160 kHz
Częstotliwość pozioma max.;114 kHz
Częstotliwość pozioma max.;75 Hz
Częstotliwość pozioma max.;140 kHz
Częstotliwość pozioma max.;84 Hz
Częstotliwość pozioma max.;95 kHz
Częstotliwość pozioma max.;120 kHz
Częstotliwość pozioma max.;159 kHz
Częstotliwość pozioma max.;105 kHz
Częstotliwość pozioma max.;112 kHz
Częstotliwość pozioma max.;84 kHz
Częstotliwość pozioma max.;250 Hz
Częstotliwość pozioma max.;275 kHz
Częstotliwość pozioma max.;134 kHz
Częstotliwość pozioma max.;195 Hz
Częstotliwość pozioma max.;292 kHz
Częstotliwość pozioma max.;90 kHz
Częstotliwość pozioma max.;80 Hz
Częstotliwość pozioma max.;80 kHz
Częstotliwość pozioma max.;60 Hz
Częstotliwość pozioma max.;137 kHz
Częstotliwość pozioma max.;115 kHz
Częstotliwość pozioma max.;89 kHz
Częstotliwość pozioma max.;115 Hz
Częstotliwość pozioma max.;86 kHz
Częstotliwość pozioma max.;195 kHz
Częstotliwość pozioma max.;82 kHz
Częstotliwość pozioma max.;302.6 kHz
Częstotliwość pozioma max.;242 kHz
Częstotliwość pozioma max.;184 kHz
Częstotliwość pozioma max.;352 kHz
Częstotliwość pozioma max.;151 kHz
Częstotliwość pozioma max.;320 kHz
Częstotliwość pozioma max.;135 kHz
Częstotliwość pozioma max.;245 kHz
Częstotliwość pozioma max.;225 kHz
Częstotliwość pozioma max.;140.7 kHz
Częstotliwość pozioma max.;218 kHz
Częstotliwość pozioma max.;109 kHz
Częstotliwość pozioma max.;85.5 kHz
Częstotliwość pozioma max.;136.3 kHz
Częstotliwość pozioma max.;81 kHz
Częstotliwość pozioma max.;0 Hz
Częstotliwość pozioma max.;144 kHz
Częstotliwość pozioma max.;160 Hz
Częstotliwość pozioma max.;190 kHz
Częstotliwość pozioma max.;114 Hz
Częstotliwość pozioma max.;230 kHz
Częstotliwość pozioma max.;274 kHz
Częstotliwość pozioma max.;100 Hz
Częstotliwość pozioma max.;84.5 kHz
Częstotliwość pionowa min.;48 Hz
Częstotliwość pionowa min.;50 Hz
Częstotliwość pionowa min.;165 Hz
Częstotliwość pionowa min.;23 Hz
Częstotliwość pionowa min.;30 Hz
Częstotliwość pionowa min.;24 Hz
Częstotliwość pionowa min.;49 Hz
Częstotliwość pionowa min.;40 Hz
Częstotliwość pionowa min.;55 Hz
Częstotliwość pionowa min.;56 Hz
Częstotliwość pionowa min.;0 Hz
Częstotliwość pionowa min.;59 Hz
Częstotliwość pionowa max.;180 Hz
Częstotliwość pionowa max.;100 Hz
Częstotliwość pionowa max.;160 Hz
Częstotliwość pionowa max.;165 Hz
Częstotliwość pionowa max.;75 Hz
Częstotliwość pionowa max.;76 Hz
Częstotliwość pionowa max.;48 Hz
Częstotliwość pionowa max.;170 Hz
Częstotliwość pionowa max.;146 Hz
Częstotliwość pionowa max.;220 Hz
Częstotliwość pionowa max.;60 Hz
Częstotliwość pionowa max.;144 Hz
Częstotliwość pionowa max.;300 Hz
Częstotliwość pionowa max.;120 Hz
Częstotliwość pionowa max.;175 Hz
Częstotliwość pionowa max.;380 Hz
Częstotliwość pionowa max.;90 Hz
Częstotliwość pionowa max.;240 Hz
Częstotliwość pionowa max.;70 Hz
Częstotliwość pionowa max.;0 Hz
Częstotliwość pionowa max.;61 Hz
Wysokość z podstawą;414.1 mm
Wysokość z podstawą;452.2 mm
Wysokość z podstawą;475 mm
Wysokość z podstawą;431 mm
Wysokość z podstawą;434 mm
Wysokość z podstawą;401.05 mm
Wysokość z podstawą;408.3 mm
Wysokość z podstawą;429.96 mm
Wysokość z podstawą;454.7 mm
Wysokość z podstawą;377.2 mm
Wysokość z podstawą;388.11 mm
Wysokość z podstawą;504.61 mm
Wysokość z podstawą;540.1 mm
Wysokość z podstawą;421 mm
Wysokość z podstawą;384.4 mm
Wysokość z podstawą;528.6 mm
Wysokość z podstawą;464.6 mm
Wysokość z podstawą;544.5 mm
Wysokość z podstawą;518 mm
Wysokość z podstawą;450.4 mm
Wysokość z podstawą;480.4 mm
Wysokość z podstawą;411.1 mm
Wysokość z podstawą;561.1 mm
Wysokość z podstawą;375.3 mm
Wysokość z podstawą;227.4 mm
Wysokość z podstawą;482.44 mm
Wysokość z podstawą;513 mm
Wysokość z podstawą;412.96 mm
Wysokość z podstawą;386.6 mm
Wysokość z podstawą;394.5 mm
Wysokość z podstawą;653.5 mm
Wysokość z podstawą;399.4 mm
Wysokość z podstawą;404.55 mm
Wysokość z podstawą;127.66 mm
Wysokość z podstawą;204.4 mm
Wysokość z podstawą;361.8 mm
Wysokość z podstawą;359 mm
Wysokość z podstawą;404 mm
Wysokość z podstawą;450 mm
Wysokość z podstawą;489 mm
Wysokość z podstawą;390.41 mm
Wysokość z podstawą;391 mm
Wysokość z podstawą;417.22 mm
Wysokość z podstawą;394.36 mm
Wysokość z podstawą;395.13 mm
Wysokość z podstawą;375 mm
Wysokość z podstawą;529.2 mm
Wysokość z podstawą;374 mm
Wysokość z podstawą;508 mm
Wysokość z podstawą;454.86 mm
Wysokość z podstawą;367.29 mm
Wysokość z podstawą;523.8 mm
Wysokość z podstawą;453 mm
Wysokość z podstawą;507 mm
Wysokość z podstawą;436.83 mm
Wysokość z podstawą;509.32 mm
Wysokość z podstawą;539.8 mm
Wysokość z podstawą;631.3 mm
Wysokość z podstawą;606.1 mm
Wysokość z podstawą;539.87 mm
Wysokość z podstawą;394 mm
Wysokość z podstawą;497.2 mm
Wysokość z podstawą;406.5 mm
Wysokość z podstawą;491 mm
Wysokość z podstawą;528 mm
Wysokość z podstawą;501.4 mm
Wysokość z podstawą;543.51 mm
Wysokość z podstawą;420 mm
Wysokość z podstawą;532 mm
Wysokość z podstawą;540 mm
Wysokość z podstawą;463 mm
Wysokość z podstawą;551.6 mm
Wysokość z podstawą;535.4 mm
Wysokość z podstawą;428.5 mm
Wysokość z podstawą;703 mm
Wysokość z podstawą;451.8 mm
Wysokość z podstawą;449.8 mm
Wysokość z podstawą;581.2 mm
Wysokość z podstawą;477.6 mm
Wysokość z podstawą;589 mm
Wysokość z podstawą;595.4 mm
Wysokość z podstawą;320.98 mm
Wysokość z podstawą;49.611 cm
Wysokość z podstawą;398.95 mm
Wysokość z podstawą;493.2 mm
Wysokość z podstawą;400.1 mm
Wysokość z podstawą;391.1 mm
Wysokość z podstawą;457.8 mm
Wysokość z podstawą;390.25 mm
Wysokość z podstawą;406.25 mm
Wysokość z podstawą;518.68 mm
Wysokość z podstawą;404.08 mm
Wysokość z podstawą;368.96 mm
Wysokość z podstawą;38.417 cm
Wysokość z podstawą;384.17 mm
Wysokość z podstawą;42.035 cm
Wysokość z podstawą;458.9 mm
Wysokość z podstawą;535.2 mm
Wysokość z podstawą;459 mm
Wysokość z podstawą;481.99 mm
Wysokość z podstawą;496.11 mm
Wysokość z podstawą;510.8 mm
Wysokość z podstawą;534.15 mm
Wysokość z podstawą;617.15 mm
Wysokość z podstawą;618.67 mm
Wysokość z podstawą;445.89 mm
Wysokość z podstawą;412.8 mm
Wysokość z podstawą;350 mm
Wysokość z podstawą;364.6 mm
Wysokość z podstawą;453.3 mm
Wysokość z podstawą;399 mm
Wysokość z podstawą;40.01 cm
Wysokość z podstawą;400 mm
Wysokość z podstawą;455.98 mm
Wysokość z podstawą;389.36 mm
Wysokość z podstawą;427.3 mm
Wysokość z podstawą;38.4 cm
Wysokość z podstawą;364 mm
Wysokość z podstawą;385.1 mm
Wysokość z podstawą;47.27 cm
Wysokość z podstawą;46.934 cm
Wysokość z podstawą;49.784 cm
Wysokość z podstawą;400.57 mm
Wysokość z podstawą;518.1 mm
Wysokość z podstawą;563.76 mm
Wysokość z podstawą;519.3 mm
Wysokość z podstawą;531 mm
Wysokość z podstawą;535.66 mm
Wysokość z podstawą;636.6 mm
Wysokość z podstawą;534 mm
Wysokość z podstawą;548.8 mm
Wysokość z podstawą;562.99 mm
Wysokość z podstawą;530.7 mm
Wysokość z podstawą;438.4 mm
Wysokość z podstawą;551 mm
Wysokość z podstawą;365 mm
Wysokość z podstawą;334 mm
Wysokość z podstawą;385 mm
Wysokość z podstawą;326.5 mm
Wysokość z podstawą;479 mm
Wysokość z podstawą;393 mm
Wysokość z podstawą;192.5 mm
Wysokość z podstawą;393.5 mm
Wysokość z podstawą;382.5 mm
Wysokość z podstawą;343 mm
Wysokość z podstawą;350.5 mm
Wysokość z podstawą;400.5 mm
Wysokość z podstawą;407.5 mm
Wysokość z podstawą;388 mm
Wysokość z podstawą;440.5 mm
Wysokość z podstawą;442 mm
Wysokość z podstawą;549.5 mm
Wysokość z podstawą;409.5 mm
Wysokość z podstawą;441.5 mm
Wysokość z podstawą;435 mm
Wysokość z podstawą;543.5 mm
Wysokość z podstawą;403.5 mm
Wysokość z podstawą;543 mm
Wysokość z podstawą;454.5 mm
Wysokość z podstawą;448.5 mm
Wysokość z podstawą;579.5 mm
Wysokość z podstawą;422.5 mm
Wysokość z podstawą;621.5 mm
Wysokość z podstawą;473 mm
Wysokość z podstawą;452 mm
Wysokość z podstawą;220.03 mm
Wysokość z podstawą;487.4 mm
Wysokość z podstawą;412.7 mm
Wysokość z podstawą;348.8 mm
Wysokość z podstawą;542.8 mm
Wysokość z podstawą;462.5 mm
Wysokość z podstawą;504.8 mm
Wysokość z podstawą;441.8 mm
Wysokość z podstawą;399.5 mm
Wysokość z podstawą;390.4 mm
Wysokość z podstawą;389.3 mm
Wysokość z podstawą;545.4 mm
Wysokość z podstawą;419 mm
Wysokość z podstawą;564.4 mm
Wysokość z podstawą;331.1 mm
Wysokość z podstawą;599.5 mm
Wysokość z podstawą;551.33 mm
Wysokość z podstawą;489.3 mm
Wysokość z podstawą;694.3 mm
Wysokość z podstawą;466 mm
Wysokość z podstawą;51.126 cm
Wysokość z podstawą;544 mm
Wysokość z podstawą;446.4 mm
Wysokość z podstawą;413.3 mm
Wysokość z podstawą;401.5 mm
Wysokość z podstawą;421.79 mm
Wysokość z podstawą;501.85 mm
Wysokość z podstawą;462.6 mm
Wysokość z podstawą;359.8 mm
Wysokość z podstawą;381 mm
Wysokość z podstawą;376.9 mm
Wysokość z podstawą;401.7 mm
Wysokość z podstawą;319.1 mm
Wysokość z podstawą;377.3 mm
Wysokość z podstawą;376 mm
Wysokość z podstawą;416 mm
Wysokość z podstawą;430 mm
Wysokość z podstawą;484 mm
Wysokość z podstawą;415 mm
Wysokość z podstawą;413 mm
Wysokość z podstawą;0 mm
Wysokość z podstawą;414 mm
Wysokość z podstawą;482 mm
Wysokość z podstawą;510 mm
Wysokość z podstawą;447 mm
Wysokość z podstawą;552 mm
Wysokość z podstawą;456 mm
Wysokość z podstawą;537 mm
Wysokość z podstawą;461 mm
Wysokość z podstawą;480 mm
Wysokość z podstawą;494 mm
Wysokość z podstawą;514 mm
Wysokość z podstawą;523 mm
Wysokość z podstawą;649 mm
Wysokość z podstawą;618 mm
Wysokość z podstawą;495 mm
Wysokość z podstawą;601 mm
Wysokość z podstawą;628 mm
Wysokość z podstawą;515 mm
Wysokość z podstawą;568 mm
Wysokość z podstawą;370.9 mm
Wysokość z podstawą;530.8 mm
Wysokość z podstawą;551.9 mm
Wysokość z podstawą;518.9 mm
Wysokość z podstawą;539.2 mm
Wysokość z podstawą;580.5 mm
Wysokość z podstawą;517 mm
Wysokość z podstawą;522.3 mm
Wysokość z podstawą;457.7 mm
Wysokość z podstawą;523.1 mm
Wysokość z podstawą;529.3 mm
Wysokość z podstawą;685 mm
Wysokość z podstawą;419.5 mm
Wysokość z podstawą;366 mm
Wysokość z podstawą;443 mm
Wysokość z podstawą;521.2 mm
Głębokość z podstawą;240.1 mm
Głębokość z podstawą;175 mm
Głębokość z podstawą;240 mm
Głębokość z podstawą;232 mm
Głębokość z podstawą;180.8 mm
Głębokość z podstawą;226.5 mm
Głębokość z podstawą;238.7 mm
Głębokość z podstawą;170 mm
Głębokość z podstawą;162.94 mm
Głębokość z podstawą;227.36 mm
Głębokość z podstawą;186.8 mm
Głębokość z podstawą;227.4 mm
Głębokość z podstawą;200.1 mm
Głębokość z podstawą;200 mm
Głębokość z podstawą;185 mm
Głębokość z podstawą;244.9 mm
Głębokość z podstawą;231.8 mm
Głębokość z podstawą;464.6 mm
Głębokość z podstawą;275.13 mm
Głębokość z podstawą;200.13 mm
Głębokość z podstawą;275.1 mm
Głębokość z podstawą;253.8 mm
Głębokość z podstawą;339.6 mm
Głębokość z podstawą;250 mm
Głębokość z podstawą;20.71 mm
Głębokość z podstawą;12 mm
Głębokość z podstawą;164.4 mm
Głębokość z podstawą;193 mm
Głębokość z podstawą;205.9 mm
Głębokość z podstawą;211 mm
Głębokość z podstawą;205.01 mm
Głębokość z podstawą;205 mm
Głębokość z podstawą;205.94 mm
Głębokość z podstawą;173.98 mm
Głębokość z podstawą;184.75 mm
Głębokość z podstawą;190.37 mm
Głębokość z podstawą;228 mm
Głębokość z podstawą;255 mm
Głębokość z podstawą;213.54 mm
Głębokość z podstawą;226.3 mm
Głębokość z podstawą;213 mm
Głębokość z podstawą;201.7 mm
Głębokość z podstawą;264.93 mm
Głębokość z podstawą;213.8 mm
Głębokość z podstawą;301.5 mm
Głębokość z podstawą;268.5 mm
Głębokość z podstawą;279.93 mm
Głębokość z podstawą;174 mm
Głębokość z podstawą;234 mm
Głębokość z podstawą;230 mm
Głębokość z podstawą;184.9 mm
Głębokość z podstawą;230.71 mm
Głębokość z podstawą;239.65 mm
Głębokość z podstawą;217 mm
Głębokość z podstawą;183 mm
Głębokość z podstawą;238.2 mm
Głębokość z podstawą;234.9 mm
Głębokość z podstawą;230.7 mm
Głębokość z podstawą;459.4 mm
Głębokość z podstawą;274 mm
Głębokość z podstawą;188.111 mm
Głębokość z podstawą;185.81 mm
Głębokość z podstawą;256.8 mm
Głębokość z podstawą;244.3 mm
Głębokość z podstawą;248.87 mm
Głębokość z podstawą;17.957 cm
Głębokość z podstawą;174.7 mm
Głębokość z podstawą;190.4 mm
